DIMENSION_TYPE,DIMENSION_NAME,id,author,version,params,size_gb,date,downloads,likes,tags
Task,image-text-to-text,mlx-community/bu-30b-a3b-preview-4bit,mlx-community,0.0,30B,0.0,2025-12-17,0,1,"['transformers', 'safetensors', 'qwen3_vl_moe', 'image-to-text', 'browser_use', 'mlx', 'image-text-t"
Task,image-text-to-text,introvoyz041/QoQ-Med-VL-7B-mlx-4Bit,introvoyz041,41.0,7B,0.0,2025-12-16,0,0,"['transformers', 'safetensors', 'qwen2_5_vl', 'image-to-text', 'mlx', 'image-text-to-text', 'convers"
Task,image-text-to-text,hexiydev/dots.ocr,hexiydev,0.0,Unknown,0.0,2025-12-16,0,0,"['dots_ocr', 'safetensors', 'text-generation', 'image-to-text', 'ocr', 'document-parse', 'layout', '"
Task,image-text-to-text,OpenVINO/gemma-3-4b-it-int4-cw-ov,OpenVINO,4.0,4B,0.0,2025-12-16,0,1,"['transformers', 'openvino', 'gemma3', 'any-to-any', 'image-text-to-text', 'conversational', 'base_m"
Task,image-text-to-text,OpenVINO/gemma-3-4b-it-int4-ov,OpenVINO,4.0,4B,0.0,2025-12-16,0,0,"['transformers', 'openvino', 'gemma3', 'any-to-any', 'image-text-to-text', 'conversational', 'base_m"
Task,image-text-to-text,OpenVINO/gemma-3-4b-it-fp16-ov,OpenVINO,16.0,4B,0.0,2025-12-16,0,0,"['transformers', 'openvino', 'gemma3', 'any-to-any', 'image-text-to-text', 'conversational', 'base_m"
Task,image-text-to-text,enacimie/AutoGLM-Phone-9B-Multilingual-Q8_0-GGUF,enacimie,8.0,9B,0.0,2025-12-16,0,0,"['transformers', 'gguf', 'agent', 'llama-cpp', 'gguf-my-repo', 'image-text-to-text', 'zh', 'base_mod"
Task,image-text-to-text,enacimie/AutoGLM-Phone-9B-Multilingual-Q4_K_M-GGUF,enacimie,4.0,9B,0.0,2025-12-16,0,0,"['transformers', 'gguf', 'agent', 'llama-cpp', 'gguf-my-repo', 'image-text-to-text', 'zh', 'base_mod"
Task,image-text-to-text,kavinrajkrupsurge/minivla-vq-bridge-prismatic,kavinrajkrupsurge,0.0,Unknown,0.0,2025-12-16,0,0,"['transformers', 'robotics', 'vla', 'image-text-to-text', 'multimodal', 'pretraining', 'en', 'licens"
Task,image-text-to-text,kavinrajkrupsurge/prism-qwen25-extra-dinosiglip-224px-0_5b,kavinrajkrupsurge,25.0,5B,0.0,2025-12-16,0,0,"['transformers', 'robotics', 'vlm', 'image-text-to-text', 'multimodal', 'pretraining', 'en', 'licens"
Task,image-text-to-text,n0kovo/Qwen3-VL-32B-Instruct-heretic-v2-Q4_K_M-GGUF,n0kovo,2.0,32B,0.0,2025-12-16,0,0,"['transformers', 'gguf', 'heretic', 'uncensored', 'decensored', 'abliterated', 'llama-cpp', 'gguf-my"
Task,image-text-to-text,n0kovo/Qwen3-VL-32B-Instruct-heretic-v2,n0kovo,2.0,32B,0.0,2025-12-16,0,0,"['transformers', 'safetensors', 'qwen3_vl', 'image-to-text', 'heretic', 'uncensored', 'decensored', "
Task,image-text-to-text,coder3101/Qwen3-VL-32B-Thinking-heretic-v2,coder3101,2.0,32B,0.0,2025-12-16,0,1,"['transformers', 'safetensors', 'qwen3_vl', 'image-to-text', 'heretic', 'uncensored', 'decensored', "
Task,image-text-to-text,yiyangd/InternVL3_5-1B-HF-mix_base_random_50pc_libero_text_s5000-libero_goal_s8000,yiyangd,5.0,1B,0.0,2025-12-16,10,0,"['transformers', 'safetensors', 'internvl', 'any-to-any', 'custom_code', 'image-text-to-text', 'conv"
Task,image-text-to-text,yiyangd/InternVL3_5-1B-HF-mix_base_random_50pc_libero_text_s5000-libero_goal_s4000,yiyangd,5.0,1B,0.0,2025-12-16,10,0,"['transformers', 'safetensors', 'internvl', 'any-to-any', 'custom_code', 'image-text-to-text', 'conv"
Task,image-text-to-text,yiyangd/InternVL3_5-1B-HF-mix_base_random_50pc_libero_text_s5000-libero_goal_s16000,yiyangd,5.0,1B,0.0,2025-12-16,11,0,"['transformers', 'safetensors', 'internvl', 'any-to-any', 'custom_code', 'image-text-to-text', 'conv"
Task,image-text-to-text,yiyangd/InternVL3_5-1B-HF-mix_base_random_50pc_libero_text_s5000-libero_goal_s12000,yiyangd,5.0,1B,0.0,2025-12-16,8,0,"['transformers', 'safetensors', 'internvl', 'any-to-any', 'custom_code', 'image-text-to-text', 'conv"
Task,image-text-to-text,yiyangd/InternVL3_5-1B-HF-mix_base_proximity_50pc_libero_text_s5000-libero_goal_s8000,yiyangd,5.0,1B,0.0,2025-12-16,8,0,"['transformers', 'safetensors', 'internvl', 'any-to-any', 'custom_code', 'image-text-to-text', 'conv"
Task,text-to-image,profpeng/blinkdoggy,profpeng,0.0,Unknown,0.0,2025-12-18,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'base_model:Wan-AI/Wan2.2-I2V-A14B"
Task,text-to-image,BlackStone-Yu/Z-Image-Turbo-GGUF,BlackStone-Yu,0.0,Unknown,0.0,2025-12-18,0,0,"['diffusers', 'gguf', 'text-to-image', 'en', 'arxiv:2511.13649', 'license:apache-2.0', 'endpoints_co"
Task,text-to-image,JoeCho98/Julai_croft_v1,JoeCho98,1.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'base_model:Tongyi-MAI/Z-Image-Tur"
Task,text-to-image,xelolabazer/z-img-iphone3,xelolabazer,3.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'flux', 'text-to-image', 'lora', 'fal', 'license:other', 'region:us']"
Task,text-to-image,eigenben/FLUX.1-dev-penguinoh-generator,eigenben,1.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'safetensors', 'text-to-image', 'diffusers-training', 'lora', 'flux', 'flux-diffusers'"
Task,text-to-image,xelolabazer/z-img-iphone2,xelolabazer,2.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'flux', 'text-to-image', 'lora', 'fal', 'license:other', 'region:us']"
Task,text-to-image,haorandai/20251217_LR1e-4_Step80000_BS1_data70-10-10-10_AND,haorandai,10.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'safetensors', 'stable-diffusion', 'stable-diffusion-diffusers', 'text-to-image', 'ins"
Task,text-to-image,Odnesor/lora-silent-admiral-2,Odnesor,2.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'flux', 'text-to-image', 'lora', 'fal', 'license:other', 'region:us']"
Task,text-to-image,behbehbehnoosh/cherakshin_style_LoRA,behbehbehnoosh,0.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'tensorboard', 'text-to-image', 'diffusers-training', 'lora', 'template:sd-lora', 'sta"
Task,text-to-image,profpeng/bjtease,profpeng,0.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'base_model:Wan-AI/Wan2.2-I2V-A14B"
Task,text-to-image,cptsl/NipplePokies,cptsl,0.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'base_model:Tongyi-MAI/Z-Image-Tur"
Task,text-to-image,fluryx/amelia,fluryx,0.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'region:us']"
Task,text-to-image,PuffleDreemurr/Puffolks,PuffleDreemurr,0.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'base_model:LyliaEngine/Pony_Diffu"
Task,text-to-image,Genkanwall/CosmicUncannyillusV2.safetensors,Genkanwall,2.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'base_model:btaskel/Illustrious-XL"
Task,text-to-image,lichorosario/zi-lora-dott4kv3,lichorosario,3.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'flux', 'text-to-image', 'lora', 'fal', 'base_model:Tongyi-MAI/Z-Image-Turbo', 'base_m"
Task,text-to-image,srcphag/Z-Image-Turbo,srcphag,0.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'safetensors', 'text-to-image', 'en', 'arxiv:2511.22699', 'arxiv:2511.22677', 'arxiv:2"
Task,text-to-image,LyliaEngine/MoriiMee_Gothic_Realistic,LyliaEngine,0.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'base_model:OnomaAIResearch/Illust"
Task,text-to-image,trungzpham/jav_cover_illustrious.safetensors,trungzpham,0.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'base_model:NewBie-AI/NewBie-image"
Task,text-to-image,trungzpham/MILFs_Kujo_Yukie_and_Kujo_Fumiko_Neromashin__Aodoufu_IL.safetensors,trungzpham,0.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'base_model:NewBie-AI/NewBie-image"
Task,text-to-image,Yooghrn/Mrtbk,Yooghrn,0.0,Unknown,0.0,2025-12-17,0,0,"['adapter-transformers', 'art', 'text-to-image', 'en', 'dataset:Anthropic/AnthropicInterviewer', 'ba"
Task,text-to-image,cyberdelia/cyberrealistic_zimage,cyberdelia,0.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'stable-diffusion', 'text-to-image', 'photorealistic', 'cyberrealistic', 'z-image', 'i"
Task,text-to-image,Shero448/daimon_ilu,Shero448,0.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'base_model:John6666/prefect-illus"
Task,text-to-image,ZGZzz/SAR,ZGZzz,0.0,Unknown,0.0,2025-12-17,0,0,"['pytorch', 'image-generation', 'autoregressive', 'next-scale-prediction', 'exposure-bias', 'post-tr"
Task,text-to-image,frankdelamo/Kook_Zimage_Zshx_Turbo,frankdelamo,0.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'base_model:Tongyi-MAI/Z-Image-Tur"
Task,text-to-image,kushaaagr/sd15_controlnet-colorguide-t_20K-epoch_5-lr_1e-5,kushaaagr,15.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'safetensors', 'stable-diffusion', 'stable-diffusion-diffusers', 'text-to-image', 'con"
Task,text-to-image,Josephinepassananti/flux_flux_ft_dataset_src_image_target_target_cat_a_1_bs1_steps1000,Josephinepassananti,1.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'diffusers-training', 'lora', 'flux', 'flux-diffusers', 'template:sd-"
Task,text-to-image,trungzpham/takedaXL_il_loha_V7340.safetensors,trungzpham,0.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'base_model:NewBie-AI/NewBie-image"
Task,text-to-image,Josephinepassananti/flux_flux_ft_dataset_src_image_target_target_cat_a_0.9_bs1_steps1000,Josephinepassananti,1.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'diffusers-training', 'lora', 'flux', 'flux-diffusers', 'template:sd-"
Task,text-to-image,lichorosario/dott4k4-qwen-image-lora,lichorosario,4.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'flux', 'text-to-image', 'lora', 'fal', 'base_model:Qwen/Qwen-Image', 'base_model:adap"
Task,text-to-image,Josephinepassananti/flux_flux_ft_dataset_src_image_target_target_cat_a_0.8_bs1_steps1000,Josephinepassananti,1.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'diffusers-training', 'lora', 'flux', 'flux-diffusers', 'template:sd-"
Task,text-to-image,profpeng/sexymove,profpeng,0.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'base_model:Wan-AI/Wan2.2-I2V-A14B"
Task,text-to-image,Josephinepassananti/flux_flux_ft_dataset_src_image_target_target_cat_a_0.7_bs1_steps1000,Josephinepassananti,1.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'diffusers-training', 'lora', 'flux', 'flux-diffusers', 'template:sd-"
Task,text-to-image,Josephinepassananti/flux_flux_ft_dataset_src_image_target_target_cat_a_0.6_bs1_steps1000,Josephinepassananti,1.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'diffusers-training', 'lora', 'flux', 'flux-diffusers', 'template:sd-"
Task,text-to-image,lichorosario/dottv2-qwen-image-lora,lichorosario,2.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'flux', 'text-to-image', 'lora', 'fal', 'base_model:Qwen/Qwen-Image', 'base_model:adap"
Task,text-to-image,Josephinepassananti/flux_flux_ft_dataset_src_image_target_target_cat_a_0.5_bs1_steps1000,Josephinepassananti,1.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'text-to-image', 'diffusers-training', 'lora', 'flux', 'flux-diffusers', 'template:sd-"
Task,text-to-image,Josephinepassananti/flux_flux_ft_dataset_src_image_target_target_cat_a_0.4_bs1_steps1000,Josephinepassananti,1.0,Unknown,0.0,2025-12-16,0,0,"['diffusers', 'text-to-image', 'diffusers-training', 'lora', 'flux', 'flux-diffusers', 'template:sd-"
Task,text-to-image,Josephinepassananti/flux_flux_ft_dataset_src_image_target_target_cat_a_0.3_bs1_steps1000,Josephinepassananti,1.0,Unknown,0.0,2025-12-16,0,0,"['diffusers', 'text-to-image', 'diffusers-training', 'lora', 'flux', 'flux-diffusers', 'template:sd-"
Task,text-to-image,Josephinepassananti/flux_flux_ft_dataset_src_image_target_target_cat_a_0.2_bs1_steps1000,Josephinepassananti,1.0,Unknown,0.0,2025-12-16,0,0,"['diffusers', 'text-to-image', 'diffusers-training', 'lora', 'flux', 'flux-diffusers', 'template:sd-"
Task,text-to-image,haorandai/20251215_LR1e-4_Step50000_BS1_data70-10-10-10,haorandai,10.0,Unknown,0.0,2025-12-16,0,0,"['diffusers', 'safetensors', 'stable-diffusion', 'stable-diffusion-diffusers', 'text-to-image', 'ins"
Task,text-to-image,Josephinepassananti/flux_flux_ft_dataset_src_image_target_target_cat_a_0.1_bs1_steps1000,Josephinepassananti,1.0,Unknown,0.0,2025-12-16,0,0,"['diffusers', 'text-to-image', 'diffusers-training', 'lora', 'flux', 'flux-diffusers', 'template:sd-"
Task,text-to-image,ButterChicken98/aerial_blight_controlnet_seg_v1,ButterChicken98,1.0,Unknown,0.0,2025-12-16,0,0,"['diffusers', 'safetensors', 'stable-diffusion', 'stable-diffusion-diffusers', 'text-to-image', 'con"
Task,text-to-image,its-kushal/nsfw-ultimate,its-kushal,0.0,Unknown,0.0,2025-12-16,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'base_model:TheRaf7/ultra-real-wan"
Task,text-to-image,rahul7star/zimage-tiny,rahul7star,7.0,Unknown,0.0,2025-12-16,0,0,"['Diffusers', 'diffusers', 'safetensors', 'text-to-image', 'base_model:Tongyi-MAI/Z-Image-Turbo', 'b"
Task,text-to-image,linoyts/yarn-art-style,linoyts,0.0,Unknown,0.0,2025-12-16,0,0,"['diffusers', 'lora', 'text-to-image', 'dataset:Norod78/Yarn-art-style', 'base_model:Tongyi-MAI/Z-Im"
Task,text-to-image,ButterChicken98/dec_logs_ab_v3_sqrt,ButterChicken98,3.0,Unknown,0.0,2025-12-16,0,0,"['diffusers', 'tensorboard', 'safetensors', 'stable-diffusion', 'stable-diffusion-diffusers', 'text-"
Task,text-to-image,kushaaagr/sd21_controlnet-circlefill-t_50K-epoch_1-lr_1e-5-checkpoints_2000,kushaaagr,21.0,Unknown,0.0,2025-12-16,0,0,"['diffusers', 'safetensors', 'stable-diffusion', 'stable-diffusion-diffusers', 'text-to-image', 'con"
Task,text-to-image,profpeng/blinkfacial,profpeng,0.0,Unknown,0.0,2025-12-16,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'base_model:Wan-AI/Wan2.2-I2V-A14B"
Task,text-to-image,ImagineLabs/detail-tweaker,ImagineLabs,0.0,Unknown,0.0,2025-12-16,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'base_model:xinsir/controlnet-unio"
Task,text-to-image,ImagineLabs/sdxl-offset-noise,ImagineLabs,0.0,Unknown,0.0,2025-12-16,0,0,"['diffusers', 'text-to-image', 'lora', 'template:diffusion-lora', 'base_model:xinsir/controlnet-unio"
Task,text-to-image,noodlecake/Retro_Anime_Painting_lokr-R8-LR2-HIGHNOISEBIAS,noodlecake,8.0,Unknown,0.0,2025-12-16,0,0,"['anime', 'lokr', 'lora', 'painting', 'art', 'style', 'illustration', 'z-image_turbo', 'zit', 'text-"
Task,image-to-text,NealCaren/qwen3-vl-2b-ocr-test-merged-16bit,NealCaren,3.0,2B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'qwen3_vl', 'image-to-text', 'text-generation-inference', 'unsloth',"
Task,image-to-text,NealCaren/qwen3-vl-2b-test-merged-16bit,NealCaren,3.0,2B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'qwen3_vl', 'image-to-text', 'text-generation-inference', 'unsloth',"
Task,image-to-text,dszhang/qwen3-4b-medvidcap-merge,dszhang,3.0,4B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'qwen3_vl', 'image-to-text', 'arxiv:1910.09700', 'endpoints_compatib"
Task,image-to-text,dszhang/qwen3-4b-pitvis-merge,dszhang,3.0,4B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'qwen3_vl', 'image-to-text', 'arxiv:1910.09700', 'endpoints_compatib"
Task,image-to-text,sghosts/qwen3vl_pvqa_1epoch_r64_alpha128-merged,sghosts,3.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'qwen3_vl', 'image-to-text', 'arxiv:1910.09700', 'endpoints_compatib"
Task,image-to-text,sghosts/qwen3vl_pvqa_2epoch_r16_alpha32-merged,sghosts,32.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'qwen3_vl', 'image-to-text', 'arxiv:1910.09700', 'endpoints_compatib"
Task,image-to-text,sghosts/qwen3vl_pvqa_1epoch_r16_alpha32_lr4-merged,sghosts,32.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'qwen3_vl', 'image-to-text', 'arxiv:1910.09700', 'endpoints_compatib"
Task,image-to-text,lugman-madhiai/qwen3-vl-4b-instruct-invoice-sft,lugman-madhiai,3.0,4B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'qwen3_vl', 'image-to-text', 'text-generation-inference', 'unsloth',"
Task,image-to-text,couragestrong/qwen3-vl-htags-v2-checkpoint-700,couragestrong,2.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'qwen3_vl', 'image-to-text', 'text-generation-inference', 'unsloth',"
Task,image-to-text,lugman-madhiai/qwen3-vl-2b-instruct-invoice-sft,lugman-madhiai,3.0,2B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'qwen3_vl', 'image-to-text', 'text-generation-inference', 'unsloth',"
Task,image-to-text,mahendra189/trocr-grantha-ocr,mahendra189,0.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'vision-encoder-decoder', 'image-to-text', 'arxiv:1910.09700', 'endp"
Task,image-to-text,zhehuderek/qwen25_vl_7b_guru_mixed_dapo_run2_step110,zhehuderek,25.0,7B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'qwen2_5_vl', 'image-to-text', 'arxiv:1910.09700', 'text-generation-"
Task,image-to-text,OralGPT/OralGPT-OPG-7B-Instruct,OralGPT,0.0,7B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'qwen2_5_vl', 'image-to-text', 'arxiv:2509.09254', 'text-generation-"
Task,image-to-text,Atharva0100/OCR,Atharva0100,0.0,Unknown,0.0,2025-12-17,0,0,"['ocr', 'image-to-text', 'en', 'license:mit', 'region:us']"
Task,image-to-text,TESS-Computer/csgo-vla-checkpoint,TESS-Computer,0.0,Unknown,0.0,2025-12-17,0,0,"['peft', 'safetensors', 'qwen3_vl', 'image-to-text', 'base_model:adapter:Qwen/Qwen3-VL-2B-Instruct',"
Task,image-to-text,mlx-community/bu-30b-a3b-preview-8bit,mlx-community,0.0,30B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'qwen3_vl_moe', 'image-to-text', 'browser_use', 'mlx', 'image-text-t"
