loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_spearman_rho,eval_mae,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.9884,0.34331977367401123,8.822015199803873e-05,0.2941897523902917,2400,,,,,,,,,,,
0.9724,0.607318103313446,9.005883795047806e-05,0.3003187055650895,2450,,,,,,,,,,,
1.1291,0.18293878436088562,9.189752390291738e-05,0.3064476587398872,2500,,,,,,,,,,,
1.0267,0.3475165367126465,9.37362098553567e-05,0.312576611914685,2550,,,,,,,,,,,
0.9835,0.1932334303855896,9.557489580779603e-05,0.3187055650894827,2600,,,,,,,,,,,
1.0227,0.14607608318328857,9.741358176023535e-05,0.32483451826428045,2650,,,,,,,,,,,
1.0548,0.24786975979804993,9.925226771267466e-05,0.3309634714390782,2700,,,,,,,,,,,
0.975,0.7293182611465454,0.000101090953665114,0.33709242461387595,2750,,,,,,,,,,,
0.9653,0.3996441066265106,0.00010292963961755332,0.3432213777886737,2800,,,,,,,,,,,
1.0923,0.1544894129037857,0.00010476832556999263,0.34935033096347146,2850,,,,,,,,,,,
0.9769,0.18247991800308228,0.00010660701152243197,0.3554792841382692,2900,,,,,,,,,,,
1.0628,0.18455031514167786,0.00010844569747487128,0.3616082373130669,2950,,,,,,,,,,,
1.0627,0.17854253947734833,0.00011028438342731062,0.3677371904878647,3000,,,,,,,,,,,
0.992,0.057772446423769,0.00011212306937974993,0.3738661436626624,3050,,,,,,,,,,,
0.9146,0.21963883936405182,0.00011396175533218925,0.3799950968374602,3100,,,,,,,,,,,
1.0065,0.3785187005996704,0.00011580044128462859,0.3861240500122579,3150,,,,,,,,,,,
1.0202,0.5238233208656311,0.0001176391272370679,0.39225300318705564,3200,,,,,,,,,,,
0.9958,0.10200735181570053,0.00011947781318950722,0.3983819563618534,3250,,,,,,,,,,,
0.9671,0.16075851023197174,0.00012131649914194655,0.40451090953665114,3300,,,,,,,,,,,
0.9943,0.10105351358652115,0.00012315518509438587,0.41063986271144887,3350,,,,,,,,,,,
0.9677,0.11138824373483658,0.0001249938710468252,0.41676881588624665,3400,,,,,,,,,,,
1.0574,0.06827708333730698,0.0001268325569992645,0.42289776906104437,3450,,,,,,,,,,,
0.9291,0.03617236763238907,0.00012867124295170383,0.4290267222358421,3500,,,,,,,,,,,
0.9706,0.02451532892882824,0.00013050992890414317,0.4351556754106399,3550,,,,,,,,,,,
1.037,0.037030160427093506,0.0001323486148565825,0.4412846285854376,3600,,,,,,,,,,,
1.0411,0.08787653595209122,0.0001341873008090218,0.4474135817602354,3650,,,,,,,,,,,
1.0066,0.07738830894231796,0.00013602598676146113,0.4535425349350331,3700,,,,,,,,,,,
1.0326,0.10388941317796707,0.00013786467271390045,0.45967148810983083,3750,,,,,,,,,,,
0.9732,0.03674834221601486,0.00013970335866633977,0.4658004412846286,3800,,,,,,,,,,,
0.971,0.06467951089143753,0.0001415420446187791,0.47192939445942633,3850,,,,,,,,,,,
1.1044,0.05101793631911278,0.00014338073057121843,0.47805834763422406,3900,,,,,,,,,,,
1.0496,0.08134850859642029,0.00014521941652365775,0.48418730080902184,3950,,,,,,,,,,,
1.0049,0.08689026534557343,0.00014705810247609707,0.49031625398381956,4000,,,,,,,,,,,
1.0305,0.03903135284781456,0.00014889678842853638,0.4964452071586173,4050,,,,,,,,,,,
0.9701,0.11241673678159714,0.0001507354743809757,0.5025741603334151,4100,,,,,,,,,,,
1.0185,0.11986242979764938,0.00015257416033341505,0.5087031135082128,4150,,,,,,,,,,,
1.0148,0.05796806886792183,0.00015441284628585437,0.5148320666830105,4200,,,,,,,,,,,
1.0576,0.06504175812005997,0.00015625153223829369,0.5209610198578083,4250,,,,,,,,,,,
1.1067,0.025796568021178246,0.000158090218190733,0.5270899730326061,4300,,,,,,,,,,,
1.025,0.0393708199262619,0.00015992890414317235,0.5332189262074037,4350,,,,,,,,,,,
1.0133,0.02536124922335148,0.00016176759009561164,0.5393478793822015,4400,,,,,,,,,,,
1.0228,0.02998516522347927,0.000163606276048051,0.5454768325569993,4450,,,,,,,,,,,
0.9826,0.04268656298518181,0.0001654449620004903,0.551605785731797,4500,,,,,,,,,,,
0.954,0.018897775560617447,0.00016728364795292962,0.5577347389065948,4550,,,,,,,,,,,
0.9189,0.1108648031949997,0.00016912233390536894,0.5638636920813925,4600,,,,,,,,,,,
1.0168,0.014248098246753216,0.0001709610198578083,0.5699926452561902,4650,,,,,,,,,,,
0.9672,0.01645626313984394,0.00017279970581024758,0.576121598430988,4700,,,,,,,,,,,
1.0216,0.06770670413970947,0.00017463839176268692,0.5822505516057858,4750,,,,,,,,,,,
1.0552,0.02735818177461624,0.00017647707771512624,0.5883795047805834,4800,,,,,,,,,,,
1.0402,0.07516840100288391,0.00017831576366756553,0.5945084579553812,4850,,,,,,,,,,,
0.9678,0.015920083969831467,0.00018015444962000488,0.600637411130179,4900,,,,,,,,,,,
1.0839,0.03268687427043915,0.00018199313557244423,0.6067663643049767,4950,,,,,,,,,,,
0.988,0.00966569222509861,0.00018383182152488354,0.6128953174797744,5000,,,,,,,,,,,
1.0203,0.02097625471651554,0.00018567050747732286,0.6190242706545722,5050,,,,,,,,,,,
1.0129,0.01202778797596693,0.00018750919342976218,0.62515322382937,5100,,,,,,,,,,,
1.03,0.020877951756119728,0.00018934787938220153,0.6312821770041677,5150,,,,,,,,,,,
1.0953,0.008882347494363785,0.00019118656533464082,0.6374111301789654,5200,,,,,,,,,,,
0.9666,0.016071142628788948,0.00019302525128708016,0.6435400833537632,5250,,,,,,,,,,,
0.9556,0.020527785643935204,0.00019486393723951948,0.6496690365285609,5300,,,,,,,,,,,
1.031,0.020262092351913452,0.00019670262319195877,0.6557979897033587,5350,,,,,,,,,,,
0.996,0.010387309826910496,0.00019854130914439812,0.6619269428781565,5400,,,,,,,,,,,
1.0369,0.025917842984199524,0.00020037999509683746,0.6680558960529541,5450,,,,,,,,,,,
1.0229,0.010271376930177212,0.00020221868104927676,0.6741848492277519,5500,,,,,,,,,,,
0.9663,0.004685355816036463,0.0002040573670017161,0.6803138024025497,5550,,,,,,,,,,,
0.9342,0.04777348041534424,0.00020589605295415542,0.6864427555773474,5600,,,,,,,,,,,
0.9752,0.01089208759367466,0.0002077347389065947,0.6925717087521451,5650,,,,,,,,,,,
1.0319,0.016636742278933525,0.00020957342485903406,0.6987006619269429,5700,,,,,,,,,,,
0.9742,0.012090805917978287,0.0002114121108114734,0.7048296151017406,5750,,,,,,,,,,,
0.9706,0.013193354941904545,0.0002132507967639127,0.7109585682765384,5800,,,,,,,,,,,
0.97,0.011451787315309048,0.000215089482716352,0.7170875214513361,5850,,,,,,,,,,,
0.9257,0.008685410022735596,0.00021692816866879136,0.7232164746261338,5900,,,,,,,,,,,
1.0515,0.008163968101143837,0.00021876685462123065,0.7293454278009316,5950,,,,,,,,,,,
1.0525,0.018147770315408707,0.00022060554057367,0.7354743809757294,6000,,,,,,,,,,,
1.0222,0.11241155862808228,0.0002224442265261093,0.741603334150527,6050,,,,,,,,,,,
1.0399,0.013717378489673138,0.00022428291247854866,0.7477322873253248,6100,,,,,,,,,,,
1.0566,0.011394022032618523,0.00022612159843098795,0.7538612405001226,6150,,,,,,,,,,,
1.0454,0.010069948621094227,0.0002279602843834273,0.7599901936749204,6200,,,,,,,,,,,
0.9975,0.01999840699136257,0.00022979897033586664,0.766119146849718,6250,,,,,,,,,,,
1.069,0.0055407024919986725,0.00023163765628830593,0.7722481000245158,6300,,,,,,,,,,,
1.0238,0.011982605792582035,0.00023347634224074525,0.7783770531993136,6350,,,,,,,,,,,
0.9933,0.015256384387612343,0.0002353150281931846,0.7845060063741113,6400,,,,,,,,,,,
1.0545,0.008892595767974854,0.0002371537141456239,0.790634959548909,6450,,,,,,,,,,,
0.9597,0.0032761890906840563,0.00023899240009806323,0.7967639127237068,6500,,,,,,,,,,,
1.02,0.00973818264901638,0.00024083108605050255,0.8028928658985045,6550,,,,,,,,,,,
1.0796,0.014199469238519669,0.00024266977200294187,0.8090218190733023,6600,,,,,,,,,,,
0.971,0.006227453704923391,0.0002445084579553812,0.8151507722481001,6650,,,,,,,,,,,
0.9841,0.009198019281029701,0.0002463471439078205,0.8212797254228977,6700,,,,,,,,,,,
1.0723,0.0056621176190674305,0.0002481858298602598,0.8274086785976955,6750,,,,,,,,,,,
0.945,0.0092008700594306,0.00025002451581269914,0.8335376317724933,6800,,,,,,,,,,,
1.0039,0.010582885704934597,0.0002518632017651385,0.839666584947291,6850,,,,,,,,,,,
1.0443,0.02633065916597843,0.0002537018877175778,0.8457955381220887,6900,,,,,,,,,,,
0.9409,0.051098138093948364,0.00025554057367001715,0.8519244912968865,6950,,,,,,,,,,,
0.9839,0.021540755406022072,0.00025737925962245647,0.8580534444716842,7000,,,,,,,,,,,
1.0042,0.014441408216953278,0.0002592179455748958,0.864182397646482,7050,,,,,,,,,,,
0.9793,0.004643037915229797,0.0002610566315273351,0.8703113508212798,7100,,,,,,,,,,,
1.0181,0.013891606591641903,0.0002628953174797744,0.8764403039960774,7150,,,,,,,,,,,
0.9973,0.023638494312763214,0.00026473400343221375,0.8825692571708752,7200,,,,,,,,,,,
1.0272,0.018048707395792007,0.00026657268938465306,0.888698210345673,7250,,,,,,,,,,,
0.9787,0.015009692870080471,0.0002684113753370924,0.8948271635204708,7300,,,,,,,,,,,
1.0199,0.01221797987818718,0.00027025006128953175,0.9009561166952684,7350,,,,,,,,,,,
0.9676,0.01133708655834198,0.000272088747241971,0.9070850698700662,7400,,,,,,,,,,,
0.9716,0.010414927266538143,0.0002739274331944104,0.913214023044864,7450,,,,,,,,,,,
1.0192,0.009745198301970959,0.0002757661191468497,0.9193429762196617,7500,,,,,,,,,,,
1.0004,0.013176489621400833,0.00027760480509928903,0.9254719293944594,7550,,,,,,,,,,,
0.8775,0.014385418966412544,0.00027944349105172835,0.9316008825692572,7600,,,,,,,,,,,
0.9817,0.005417619366198778,0.00028128217700416767,0.9377298357440549,7650,,,,,,,,,,,
1.0207,0.009533939883112907,0.000283120862956607,0.9438587889188527,7700,,,,,,,,,,,
1.0662,0.00924742966890335,0.0002849595489090463,0.9499877420936504,7750,,,,,,,,,,,
1.0477,0.006525544449687004,0.0002867982348614856,0.9561166952684481,7800,,,,,,,,,,,
1.0842,0.025106854736804962,0.00028863692081392494,0.9622456484432459,7850,,,,,,,,,,,
0.9808,0.010677672922611237,0.00029047560676636426,0.9683746016180437,7900,,,,,,,,,,,
0.9804,0.034033142030239105,0.00029231429271880363,0.9745035547928413,7950,,,,,,,,,,,
1.0242,0.008349091745913029,0.0002941529786712429,0.9806325079676391,8000,,,,,,,,,,,
1.0268,0.005416691303253174,0.00029599166462368227,0.9867614611424369,8050,,,,,,,,,,,
1.0348,0.01563938893377781,0.0002978303505761216,0.9928904143172346,8100,,,,,,,,,,,
0.9197,0.007982131093740463,0.0002996690365285609,0.9990193674920324,8150,,,,,,,,,,,
,,,1.0,8158,0.992170512676239,0.010582320190649827,0.8003655076026917,22.4293,1026.96,64.202,,,,,
1.0101,0.023754524067044258,0.00029983247527988883,1.0051483206668301,8200,,,,,,,,,,,
1.0977,0.03323337808251381,0.0002996281768407289,1.0112772738416278,8250,,,,,,,,,,,
1.028,0.012340689077973366,0.000299423878401569,1.0174062270164257,8300,,,,,,,,,,,
1.001,0.007165066432207823,0.000299219579962409,1.0235351801912234,8350,,,,,,,,,,,
1.0008,0.03217695280909538,0.0002990152815232491,1.029664133366021,8400,,,,,,,,,,,
1.02,0.029103849083185196,0.0002988109830840892,1.035793086540819,8450,,,,,,,,,,,
0.9906,0.008715529926121235,0.00029860668464492927,1.0419220397156166,8500,,,,,,,,,,,
0.964,0.007985677570104599,0.00029840238620576937,1.0480509928904143,8550,,,,,,,,,,,
0.9679,0.007294723764061928,0.0002981980877666094,1.0541799460652121,8600,,,,,,,,,,,
0.9303,0.005247154273092747,0.0002979937893274495,1.0603088992400098,8650,,,,,,,,,,,
1.0212,0.0076258061453700066,0.0002977894908882896,1.0664378524148075,8700,,,,,,,,,,,
0.9465,0.007429021410644054,0.00029758519244912966,1.0725668055896054,8750,,,,,,,,,,,
1.0899,0.01192945521324873,0.00029738089400996976,1.078695758764403,8800,,,,,,,,,,,
0.9868,0.006079127546399832,0.0002971765955708098,1.0848247119392007,8850,,,,,,,,,,,
1.0598,0.014248800463974476,0.00029697229713164985,1.0909536651139986,8900,,,,,,,,,,,
1.0288,0.032249145209789276,0.00029676799869248995,1.0970826182887963,8950,,,,,,,,,,,
1.0491,0.018712526187300682,0.00029656370025333005,1.103211571463594,9000,,,,,,,,,,,
1.0,0.004959325306117535,0.0002963594018141701,1.1093405246383918,9050,,,,,,,,,,,
1.0404,0.010624751448631287,0.0002961551033750102,1.1154694778131895,9100,,,,,,,,,,,
0.998,0.034869685769081116,0.00029595080493585024,1.1215984309879872,9150,,,,,,,,,,,
1.0011,0.024159211665391922,0.00029574650649669034,1.127727384162785,9200,,,,,,,,,,,
0.9496,0.005417445674538612,0.00029554220805753044,1.1338563373375827,9250,,,,,,,,,,,
0.9625,0.011304931715130806,0.0002953379096183705,1.1399852905123804,9300,,,,,,,,,,,
1.0555,0.01860904134809971,0.0002951336111792106,1.1461142436871783,9350,,,,,,,,,,,
0.9597,0.00822426937520504,0.00029492931274005063,1.152243196861976,9400,,,,,,,,,,,
0.9939,0.01220194436609745,0.00029472501430089073,1.1583721500367736,9450,,,,,,,,,,,
0.9587,0.0025376419071108103,0.0002945207158617308,1.1645011032115715,9500,,,,,,,,,,,
1.1257,0.015225037932395935,0.0002943164174225708,1.1706300563863692,9550,,,,,,,,,,,
0.9458,0.0031236014328897,0.0002941121189834109,1.1767590095611669,9600,,,,,,,,,,,
0.9071,0.0157789196819067,0.000293907820544251,1.1828879627359647,9650,,,,,,,,,,,
0.9673,0.031007101759314537,0.00029370352210509107,1.1890169159107624,9700,,,,,,,,,,,
0.9762,0.004932384938001633,0.00029349922366593117,1.19514586908556,9750,,,,,,,,,,,
0.9507,0.005207807291299105,0.0002932949252267712,1.201274822260358,9800,,,,,,,,,,,
1.0,0.012291605584323406,0.0002930906267876113,1.2074037754351556,9850,,,,,,,,,,,
0.9742,0.012847114354372025,0.0002928863283484514,1.2135327286099535,9900,,,,,,,,,,,
0.9953,0.001958046108484268,0.00029268202990929146,1.2196616817847512,9950,,,,,,,,,,,
0.9196,0.014293570071458817,0.00029247773147013156,1.2257906349595489,10000,,,,,,,,,,,
1.0583,0.008062690496444702,0.0002922734330309716,1.2319195881343465,10050,,,,,,,,,,,
1.0682,0.00504002021625638,0.0002920691345918117,1.2380485413091444,10100,,,,,,,,,,,
1.0123,0.005072989966720343,0.0002918648361526518,1.244177494483942,10150,,,,,,,,,,,
1.0332,0.008400358259677887,0.00029166053771349185,1.25030644765874,10200,,,,,,,,,,,
0.9808,0.006222202908247709,0.0002914562392743319,1.2564354008335377,10250,,,,,,,,,,,
0.9528,0.023554803803563118,0.000291251940835172,1.2625643540083353,10300,,,,,,,,,,,
1.0201,0.011369556188583374,0.00029104764239601204,1.268693307183133,10350,,,,,,,,,,,
0.9959,0.01141957938671112,0.00029084334395685214,1.274822260357931,10400,,,,,,,,,,,
1.038,0.004655165132135153,0.0002906390455176922,1.2809512135327286,10450,,,,,,,,,,,
1.0312,0.0031794123351573944,0.0002904347470785323,1.2870801667075265,10500,,,,,,,,,,,
0.9856,0.00907634012401104,0.0002902304486393724,1.2932091198823241,10550,,,,,,,,,,,
1.0155,0.01345408707857132,0.00029002615020021243,1.2993380730571218,10600,,,,,,,,,,,
1.1181,0.005058891139924526,0.00028982185176105253,1.3054670262319195,10650,,,,,,,,,,,
1.1232,0.010818017646670341,0.0002896175533218926,1.3115959794067173,10700,,,,,,,,,,,
1.0539,0.008128161542117596,0.0002894132548827327,1.317724932581515,10750,,,,,,,,,,,
0.9747,0.007251228671520948,0.0002892089564435728,1.323853885756313,10800,,,,,,,,,,,
0.9499,0.004912105854600668,0.0002890046580044128,1.3299828389311106,10850,,,,,,,,,,,
1.0009,0.0023649749346077442,0.00028880035956525287,1.3361117921059082,10900,,,,,,,,,,,
1.061,0.003851001849398017,0.00028859606112609297,1.3422407452807061,10950,,,,,,,,,,,
1.033,0.0009710010490380228,0.000288391762686933,1.3483696984555038,11000,,,,,,,,,,,
0.9715,0.005482156295329332,0.0002881874642477731,1.3544986516303015,11050,,,,,,,,,,,
1.0318,0.005934000946581364,0.0002879831658086132,1.3606276048050994,11100,,,,,,,,,,,
0.9962,0.0024789762683212757,0.00028777886736945326,1.366756557979897,11150,,,,,,,,,,,
0.9211,0.00396845443174243,0.00028757456893029336,1.3728855111546947,11200,,,,,,,,,,,
1.0507,0.0018101169262081385,0.0002873702704911334,1.3790144643294926,11250,,,,,,,,,,,
0.926,0.0032053496688604355,0.0002871659720519735,1.3851434175042903,11300,,,,,,,,,,,
0.9944,0.0027335442136973143,0.0002869616736128136,1.391272370679088,11350,,,,,,,,,,,
1.0589,0.0024818498641252518,0.00028675737517365365,1.3974013238538858,11400,,,,,,,,,,,
0.9238,0.004002429079264402,0.00028655307673449375,1.4035302770286835,11450,,,,,,,,,,,
0.9775,0.003935629967600107,0.0002863487782953338,1.4096592302034812,11500,,,,,,,,,,,
1.0105,0.0013156805653125048,0.00028614447985617384,1.415788183378279,11550,,,,,,,,,,,
0.8851,0.0032728775404393673,0.00028594018141701394,1.4219171365530767,11600,,,,,,,,,,,
0.955,0.0050115520134568214,0.000285735882977854,1.4280460897278746,11650,,,,,,,,,,,
0.954,0.0007920137722976506,0.0002855315845386941,1.4341750429026723,11700,,,,,,,,,,,
1.0139,0.003968424163758755,0.0002853272860995342,1.44030399607747,11750,,,,,,,,,,,
1.0362,0.000602954882197082,0.00028512298766037423,1.4464329492522676,11800,,,,,,,,,,,
0.9728,0.00227903900668025,0.00028491868922121433,1.4525619024270655,11850,,,,,,,,,,,
0.9326,0.0015293273609131575,0.0002847143907820544,1.4586908556018632,11900,,,,,,,,,,,
1.0573,0.0025720051489770412,0.0002845100923428945,1.464819808776661,11950,,,,,,,,,,,
0.9429,0.0027120402082800865,0.0002843057939037346,1.4709487619514587,12000,,,,,,,,,,,
0.921,0.0035598669201135635,0.0002841014954645746,1.4770777151262564,12050,,,,,,,,,,,
1.0253,0.0032766510266810656,0.0002838971970254147,1.483206668301054,12100,,,,,,,,,,,
1.0071,0.009783823974430561,0.00028369289858625477,1.489335621475852,12150,,,,,,,,,,,
1.0116,0.004787227138876915,0.0002834886001470948,1.4954645746506496,12200,,,,,,,,,,,
1.0483,0.007089152932167053,0.0002832843017079349,1.5015935278254475,12250,,,,,,,,,,,
0.9694,0.001720405532978475,0.000283080003268775,1.5077224810002452,12300,,,,,,,,,,,
1.132,0.001655370695516467,0.00028287570482961506,1.5138514341750429,12350,,,,,,,,,,,
1.0631,0.004068597219884396,0.00028267140639045516,1.5199803873498405,12400,,,,,,,,,,,
0.9829,0.0047415983863174915,0.0002824671079512952,1.5261093405246384,12450,,,,,,,,,,,
1.1036,0.006832159589976072,0.0002822628095121353,1.532238293699436,12500,,,,,,,,,,,
0.9666,0.008768578059971333,0.0002820585110729754,1.538367246874234,12550,,,,,,,,,,,
0.9401,0.005395426880568266,0.00028185421263381545,1.5444962000490317,12600,,,,,,,,,,,
1.0713,0.0036492561921477318,0.00028164991419465555,1.5506251532238293,12650,,,,,,,,,,,
1.0075,0.0017864719266071916,0.0002814456157554956,1.556754106398627,12700,,,,,,,,,,,
1.0036,0.0035748351365327835,0.0002812413173163357,1.5628830595734249,12750,,,,,,,,,,,
0.9842,0.01375008188188076,0.00028103701887717574,1.5690120127482226,12800,,,,,,,,,,,
0.9704,0.0017013150500133634,0.0002808327204380158,1.5751409659230204,12850,,,,,,,,,,,
0.9606,0.0019940154161304235,0.0002806284219988559,1.581269919097818,12900,,,,,,,,,,,
0.9515,0.004337933845818043,0.000280424123559696,1.5873988722726158,12950,,,,,,,,,,,
1.0025,0.008647923357784748,0.00028021982512053603,1.5935278254474134,13000,,,,,,,,,,,
0.9672,0.0029794233851134777,0.00028001552668137613,1.5996567786222113,13050,,,,,,,,,,,
1.0062,0.0017973898211494088,0.0002798112282422162,1.6057857317970092,13100,,,,,,,,,,,
0.9474,0.003106477903202176,0.0002796069298030563,1.611914684971807,13150,,,,,,,,,,,
1.0136,0.004898478277027607,0.0002794026313638964,1.6180436381466046,13200,,,,,,,,,,,
1.0241,0.0040911282412707806,0.0002791983329247364,1.6241725913214022,13250,,,,,,,,,,,
1.049,0.008185261860489845,0.0002789940344855765,1.6303015444962,13300,,,,,,,,,,,
1.0881,0.013891695067286491,0.00027878973604641657,1.6364304976709978,13350,,,,,,,,,,,
1.0221,0.0009658437338657677,0.00027858543760725667,1.6425594508457957,13400,,,,,,,,,,,
0.9263,0.009823214262723923,0.00027838113916809677,1.6486884040205934,13450,,,,,,,,,,,
0.9674,0.0009696312481537461,0.0002781768407289368,1.654817357195391,13500,,,,,,,,,,,
0.9736,0.0018983811605721712,0.00027797254228977686,1.6609463103701887,13550,,,,,,,,,,,
0.9816,0.0019539245404303074,0.00027776824385061696,1.6670752635449864,13600,,,,,,,,,,,
0.9979,0.004954456351697445,0.000277563945411457,1.6732042167197843,13650,,,,,,,,,,,
1.042,0.001914698164910078,0.0002773596469722971,1.6793331698945821,13700,,,,,,,,,,,
1.0722,0.0037737234961241484,0.0002771553485331372,1.6854621230693798,13750,,,,,,,,,,,
1.0108,0.005983705632388592,0.00027695105009397725,1.6915910762441775,13800,,,,,,,,,,,
1.0207,0.0014270973624661565,0.00027674675165481735,1.6977200294189752,13850,,,,,,,,,,,
0.9827,0.004325998947024345,0.0002765424532156574,1.7038489825937728,13900,,,,,,,,,,,
1.0304,0.0016235759248957038,0.0002763381547764975,1.7099779357685707,13950,,,,,,,,,,,
1.043,0.0024239562917500734,0.00027613385633733754,1.7161068889433686,14000,,,,,,,,,,,
0.9934,0.00206918572075665,0.00027592955789817764,1.7222358421181663,14050,,,,,,,,,,,
0.9437,0.000937232980504632,0.00027572525945901774,1.728364795292964,14100,,,,,,,,,,,
0.9265,0.0015298017533496022,0.0002755209610198578,1.7344937484677616,14150,,,,,,,,,,,
1.0283,0.006688086781650782,0.00027531666258069783,1.7406227016425595,14200,,,,,,,,,,,
0.9642,0.0023867804557085037,0.00027511236414153793,1.7467516548173572,14250,,,,,,,,,,,
1.0794,0.001547549501992762,0.000274908065702378,1.752880607992155,14300,,,,,,,,,,,
0.9057,0.0015704246470704675,0.0002747037672632181,1.7590095611669527,14350,,,,,,,,,,,
0.9599,0.012939324602484703,0.0002744994688240582,1.7651385143417504,14400,,,,,,,,,,,
1.0514,0.011991056613624096,0.0002742951703848982,1.771267467516548,14450,,,,,,,,,,,
1.0189,0.01241988129913807,0.0002740908719457383,1.777396420691346,14500,,,,,,,,,,,
0.9934,0.0025065166410058737,0.00027388657350657837,1.7835253738661436,14550,,,,,,,,,,,
1.0683,0.009060049429535866,0.00027368227506741847,1.7896543270409415,14600,,,,,,,,,,,
